document_id,clean_text,sentiment
doc_083,"Laser Metal Additive Manufacturing (MAM) offers a unique opportunity to produce complex parts with internal structures, enabling tailored mechanical and functional properties. Laser Powder Bed Fusion (LPBF) is widely used to fabricate intricate geometries, including porous structures that serve diverse applications. In dense components, porosity is typically minimized to enhance mechanical performance. However, in specific applications, controlled porosity can be beneficial such as increasing permeability for filtration, enhancing osteointegration in biomedical implants, or reducing strength to mitigate stress shielding effects. Porosity in LPBF parts can be introduced either through designed lattice pore structures or process-induced porosity. The latter, controlled at the melt pool level, is particularly challenging to predict due to complex interactions of melt pool dynamics, surface tension effects, and localized instabilities, leading to striation and pore agglomeration at melt pool nodes. Accurate prediction of the resulting porous structure under different processing conditions is crucial for optimizing the functional performance of LPBF components. This study presents a data-driven modeling approach for rapid and accurate prediction of process-induced porous structures in LPBF. A deep learning framework integrating Convolutional Neural Networks (CNN) and Multi-Layer Perceptron (MLP) is developed to predict structural features based on process parameters. The model is trained and validated using CT scan slice data extracted from multiple regions of fabricated samples, ensuring a comprehensive representation of pore structures. To streamline data extraction, a custom Python script is developed to automate CT scan processing. This enables efficient handling of large datasets while maintaining accuracy in capturing structural details. The extracted data is converted into structured 256 256 grayscale images. To further enhance predictive accuracy, a conduction-based thermal model using ANSYS is employed to supplement the dataset with simulated results. This physics-based model provides insights into heat distribution, offering a more comprehensive understanding of process-induced porosity. By incorporating both experimental CT data and simulation results, this hybrid approach creates a robust dataset for modeling the interactions governing porosity formation in LPBF. One key advantage is its ability to overcome the limitations of experimental data, which are often constrained by specific process conditions. Integrating simulation-derived data extends the model s applicability across a wider process space and improves predictive performance. The results demonstrate a highly accurate and computationally efficient framework for mapping process-structure relationships in LPBF-fabricated 17-4 PH stainless steel components. This study supports the optimization of process conditions, enabling improved control over porosity and enhancing the functional performance of additively manufactured porous structures. The proposed AI-driven model significantly reduces computational costs and experimental effort, providing a scalable approach for process optimization in metal additive manufacturing.",positive
doc_084,"Natural products play a significant role in cancer chemotherapy. They are likely to provide many lead structures, which can be used as templates for the construction of novel drugs with enhanced antitumor activity. Traditional research approaches studied structure-activity relationship of natural products and obtained key structural properties, such as chemical bond or group, with the purpose of ascertaining their effect on a single cell line or a single tissue type. Here, for the first time, we develop a machine learning method to comprehensively predict natural products responses against a panel of cancer cell lines based on both the gene expression and the chemical properties of natural products. The results on two datasets, training set and independent test set, show that this proposed method yields significantly better prediction accuracy. In addition, we also demonstrate the predictive power of our proposed method by modeling the cancer cell sensitivity to two natural products, Curcumin and Resveratrol, which indicate that our method can effectively predict the response of cancer cell lines to these two natural products. Taken together, the method will facilitate the identification of natural products as cancer therapies and the development of precision medicine by linking the features of patient genomes to natural product sensitivity.",positive
doc_085,"The early and accurate detection of plant diseases is essential for ensuring food security, enhancing crop yields, and facilitating precision agriculture. Manual methods are labour-intensive and prone to error, especially under varying environmental conditions. Artificial intelligence (AI), particularly machine learning (ML) and deep learning (DL), has advanced automated disease identification through image classification. However, challenges persist, including limited generalisability, small and imbalanced datasets, and poor real-world performance. Unlike previous reviews, this paper critically evaluates model performance in both lab and real-time field conditions, emphasising robustness, generalisation, and suitability for edge deployment. It introduces recent architectures such as GreenViT, hybrid ViT CNN models, and YOLO-based single- and two-stage detectors, comparing their accuracy, inference speed, and hardware efficiency. The review discusses multimodal and self-supervised learning techniques to enhance detection in complex environments, highlighting key limitations, including reliance on handcrafted features, overfitting, and sensitivity to environmental noise. Strengths and weaknesses of models across diverse datasets are analysed with a focus on real-time agricultural applicability. The paper concludes by identifying research gaps and outlining future directions, including the development of lightweight architectures, integration with Deep Convolutional Generative Adversarial Networks (DCGANs), and improved dataset diversity for real-world deployment in precision agriculture.",positive
doc_086,"There is an evident paradigm shift in steganalysis techniques with discovery of deep learning networks. As steganalysis is a classification task, it is done by machine learning classifiers and ensembles of them. But with the proliferation of deep learning and Convolutional Neural Networks in many areas, the performance of steganalysis techniques have jumped up to a another high, because of the application of Convolutional Neural Networks. The traditional steganalysis techniques consists two important steps, i.e., feature extraction and classification; where as deep learning networks learn the features automatically, eliminating the need of extraction of handcrafted features. Because of this feature CNNs were highly successful in image recognition and image classification techniques. In addition to that, feature extraction and classification are combined together in deep learning hence classification would be more effective because of the learning of the features which are really important for classification. But in Steganalysis the task is to detect very subtle and weak noise created by the hidden data with steganography techniques. We have designed a deep CNN architecture customized for steganalysis task based on existing residual neural networks frame. We have introduced a descriptor to capture the inter pixel dependencies and which acts as an indicator for weightage of a particular feature maps. Thus the classifier can give more weightage to effective feature maps instead of treating all the feature maps equally. We have also used a gating mechanism by using sigmoid function after nonlinear activation function sandwiched between two fully connected layers. This enhancement to the existing deep residual neural networks has given better results in terms of error detection rate compared to the other deep learning based steganalysis techniques.",positive
doc_087,"This paper introduces a shape based inflow scenarios reduction framework applied in long term hydro thermal scheduling. This scheduling problem involves strategically managing the limited stored hydro energy in coordination with the electricity system. The scenario fan problem, selected as a long term hydro thermal scheduling approach, can effectively represent the individual hydropower plants and their short term flexibility within the long term scheduling process, making it well suited for capturing the disaggregated physical characteristics of hydro stations. However, the computational burden of scenario fan problem increases due to the complexity of the cascaded system and the large number of inflow scenarios. To tackle these challenges, a machine learning clustering method is developed for extracting shape based features to capture the energy and shape attributes of hydro inflows. A comparative analysis was conducted to evaluate the effectiveness of the proposed method, comparing it with four established clustering methods. This evaluation was carried out on a hydro thermal test case, utilizing both in sample and out of sample data analysis. The findings demonstrate that the proposed framework outperforms other methods in terms of computational time by 42.6% and optimal reservoir trajectories by 12.1% considering K means using Euclidean distance as the benchmark. Additionally, this study showcases the feasibility of performing long term hydro thermal scheduling at a granular level, with detailed topological information and a shorter time scale. This expanded approach opens up new possibilities for addressing the integration of renewable energy resources within the realm of long term hydro thermal scheduling.",positive
doc_088,"Tourism is a core sector of Singapore s economy, contributing significantly to Gross Domestic Product (GDP) and employment. Accurate tourism demand forecasting is essential for strategic planning, resource allocation, and economic stability, particularly in the post-COVID-19 era. This study develops a SARIMAX-based forecasting model to predict monthly visitor arrivals to Singapore, integrating web search data from Google Trends and external factors. To enhance model accuracy, a systematic selection process was applied to identify the effective subset of external variables. Results of the empirical experiments demonstrate that the proposed SARIMAX model outperforms traditional univariate models, including SARIMA, Holt Winters, and Prophet, as well as machine learning-based approaches such as Long Short-Term Memory (LSTM) and Recurrent Neural Networks (RNNs). When forecasting the 24-month period of 2023 and 2024, the proposed model achieves the lowest Mean Absolute Percentage Error (MAPE) of 7.32%.",positive
doc_089,"Medical devices, software, and networks have joined the Internet of Medical Things (IoMT) and have enhanced healthcare services but pose threats. IoMT devices are vulnerable to cyberattacks that can affect patient data as well as the operations of the healthcare organization, which requires an enhanced and effective intrusion detection system (IDS). This paper introduces a novel approach for detecting cyberattacks in IoMT environments using a deep learning model named pyramid attention network with the Green Anaconda algorithm (PANet-GAO). The approach has three steps as follows: 1) MinMax scaler normalization to process the data, 2) multiple discrete orthonormal S-transforms (MDOSTs) to extract the critical temporal-frequency features, and 3) pyramid attention network with the Green Anaconda algorithm (PANet-GAO) for accurate cyberattack detection. The MDOSTs can extract the dynamic information from the network traffic data in the time-frequency domain, and the feature space of the PANet model is optimized by GAO, which minimizes the feature redundancy to improve the classification accuracy. The proposed model was tested using the WUSTL-EHMS dataset, which mimics real-life IoMT traffic and different cyberattacks. The proposed PANet-GAO model's precision was 99.76%, its accuracy was 99.86%, its F1-score was 99.78%, and was better than traditional machine learning algorithms. Therefore, this work establishes that the proposed PANet-GAO approach can effectively protect IoMT environments from emerging cyber threats in real-time.",positive
doc_090,"Plant disease is a critical factor affecting agricultural production. Traditional manual recognition methods face significant drawbacks, including low accuracy, high costs, and inefficiency. Deep learning techniques have demonstrated significant benefits in identifying plant diseases, but they still face challenges such as inference delays and high energy consumption. Deep learning algorithms are difficult to run on resource-limited embedded devices. Offloading these models to cloud servers is confronted with the restriction of communication bandwidth, and all of these factors will influence the inference's efficiency. We propose a collaborative inference framework for recognizing plant diseases between edge devices and cloud servers to enhance inference speed. The DNN model for plant disease recognition is pruned through deep reinforcement learning to improve the inference speed and reduce energy consumption. Then the optimal split point is determined by a greedy strategy to achieve the best collaborated inference acceleration. Finally, the system for collaborative inference acceleration in plant disease recognition has been implemented using Gradio to facilitate friendly human-machine interaction. Experiments indicate that the proposed collaborative inference framework significantly increases inference speed while maintaining acceptable recognition accuracy, offering a novel solution for rapidly diagnosing and preventing plant diseases.",positive
doc_091,"Federated learning (FL) is a machine learning paradigm where multiple clients train their local machine learning models collaboratively (without sharing private data). One of the main challenges in FL is statistical heterogeneity of the data distributions across clients. Personalized FL (PFL) mitigates statistical heterogeneity by collaborative model training across homogeneous clients. In this paper, we propose a novel personalized federated learning by domain-aware network pruning and re-growth, called FedDNPR, that is more accurate as compared to existing PFL methods while maintaining high efficiency. This is achieved by 1) introducing a regularization term capturing heterogeneity of weights in iterative network pruning in order to reduce network sharing among unrelated clients, and 2) iterative network re-growing only from weights of related clients to increase network sharing among related clients. With FedDNPR, model clustering is performed considering the similarity between gradient updates in the last layers of the networks, with cosine as the similarity measure to achieve both accuracy and efficiency in model personalization. With extensive experimental evaluation, we show that FedDNPR significantly outperforms the state-of-the-art PFL approaches, while maintaining comparable efficiency.",positive
doc_092,"Due to extensive spread of fake news on social and news media it became an emerging research topic now a days that gained attention. In the news media and social media the information is spread highspeed but without accuracy and hence detection mechanism should be able to predict news fast enough to tackle the dissemination of fake news. It has the potential for negative impacts on individuals and society. Therefore, detecting fake news on social media is important and also a technically challenging problem these days. We knew that Machine learning is helpful for building Artificial intelligence systems based on tacit knowledge because it can help us to solve complex problems due to real word data. On the other side we knew that Knowledge engineering is helpful for representing experts knowledge which people aware of that knowledge. Due to this we proposed that integration of Machine learning and knowledge engineering can be helpful in detection of fake news. In this paper we present what is fake news, importance of fake news, overall impact of fake news on different areas, different ways to detect fake news on social media, existing detections algorithms that can help us to overcome the issue, similar application areas and at the end we proposed combination of data driven and engineered knowledge to combat fake news. We studied and compared three different modules text classifiers, stance detection applications and fact checking existing techniques that can help to detect fake news. Furthermore, we investigated the impact of fake news on society. Experimental evaluation of publically available datasets and our proposed fake news detection combination can serve better in detection of fake news.",positive
doc_093,"Wildfires caused by faults in electrical power lines remain a significant threat to lives, infrastructure, economy and ecosystems. When transmission lines fail or contact vegetation, electrical arcing can easily ignite fires that spread rapidly under dry and windy conditions. This paper reviews state-of-the-art technologies for wildfire prevention in energy transmission systems and presents an initial framework that leverages computer vision for automatic detection of power line defects and potential ignition sources. As a proof of concept, a rule-based falling-wire detection pipeline is implemented using computer vision methods such as Canny edge detection and the Hough Transform. The results demonstrate the feasibility of identifying hazardous conditions through visual analysis. Building on this foundation, future work will incorporate advanced machine learning and deep learning models to achieve more robust, scalable, and adaptive inspection systems for proactive wildfire prevention.",positive
doc_094,"Objective Gait and posture symptoms such as gait impairments, postural instability, and posture deformations are common in Parkinson s disease (PD) and closely linked to falls. Traditional assessments using clinical scales are time-consuming and prone to subjective bias. This study aims to predict the severity of gait and posture symptoms using data collected from wearable sensors during a single laboratory-based walking assessment, providing an objective, efficient, and automated evaluation approach. Methods Sensor-based gait parameters were collected from 225 PD participants (mean age 63.15 10.46 years) through a standardized walking assessment. The dataset was randomly split into a training set (80%) and an independent test set (20%) with balanced age, sex, and PD duration. Two machine learning models extreme gradient boosting (XGBoost) and support vector machine (SVM) were trained to predict scores for five gait and posture items (#3.9 3.13) from the MDS-UPDRS III. Results XGBoost was chosen as the final model due to its better performance than SVM. Across all five gait and posture items, the models achieved over 80% acceptable accuracy. For items #3.9 #3.11, absolute accuracy surpassed 70%, and macro-F1 scores were above 0.60 in leave-one-out cross-validation (LOOCV). The model s performance on the independent test set matched LOOCV results, confirming robustness. A total of 35, 35, 30, 30, and 40 gait features were selected for the predictive models of items #3.9 #3.13, respectively. Among these, key features with significant clinical relevance were identified. For example, Effective Trial Duration (R = 0.522, p < 0.001) had a positive correlation, while Shank Swing RoM mean (max) (R = 0.629, p < 0.001) had a negative correlation with scores on item #3.10. In addition, 180 Turn Steps mean (R = 0.482, p < 0.001) had a positive correlation with scores on item #3.11. These findings align with known clinical manifestations, reinforcing the clinical relevance of the identified gait features. Conclusion This study demonstrates the feasibility of using wearable sensor data to objectively assess gait and posture symptoms in PD. Though conducted in a clinical setting, the approach may support clinicians through consistent assessments and more frequent monitoring, with potential for future home-based use to enable longitudinal symptom tracking.",positive
doc_095,"The article is devoted to the development of an artificial intelligence-driven system of heart disease diagnosis. Based on the machine learning algorithms. We demonstrate how machine learning might be useful to predict the possibility of an individual coming down with heart disease. An AI-based model is developed using the Python language is proposed in this paper to research the healthcare sector is more credible and assists in monitoring and setting up various health monitoring application levels. We present processing data, which involves the manipulation of categorical data as well as the transformation of categorical columns. We outline major stages of application development, which are: collection of databases, logistic regression, and analysis of the attributes of the dataset. The random forest classifier algorithm is created to detect heart diseases in a more accurate manner. This application requires data analysis, which is quite important to the organization. It's about an 83% precision level against training sets. Thereafter, we address the random forest classifier algorithm. such as the experiments and the findings, which give improved accuracies on research diagnoses. We conclude the purpose, the limitations and the research contributions of the paper Keywords: Artificial Intelligence, Machine Learning, Logistic Regression, Random Forest, Neural Networks, SVM, Data Preprocessing, Predictive Modeling",positive
doc_096,"One of the most important topics in the field of wireless sensor networks is the development of approaches to improve network lifetime. In this paper, an energy-efficient control and routing protocol for wireless sensor networks is presented. This algorithm is based on reinforcement learning for energy management in the network. This protocol seeks to optimize routing policies to maximize the long-term reward received by each node, using reinforcement learning, which is a machine learning approach. In order to improve the lifetime of wireless sensor network, three energy management approaches have been proposed. The first approach is to navigate correctly using reinforcement learning to reduce the length of the routes and to improve energy consumption. The second approach is to exploit a sleep scheduling technique to improve node energy consumption. The last approach is used to restrict data transmission of each node based on the received data change rate. Simulation results show that in terms of network lifespan, the proposed method significantly outperforms previous reported methods.",positive
doc_097,"Background Hepatocellular carcinoma (HCC) is a prevalent and heterogeneous tumor with limited treatment options and unfavorable prognosis. The crucial role of a disintegrin and metalloprotease (ADAM) gene family in the tumor microenvironment of HCC remains unclear. Methods This study employed a novel multi-omics integration strategy to investigate the potential roles of ADAM family signals in HCC. A series of single-cell and spatial omics algorithms were utilized to uncover the molecular characteristics of ADAM family genes within HCC. The GSVA package was utilized to compute the scores for ADAM family signals, subsequently stratified into three categories: high, medium, and low ADAM signal levels through unsupervised clustering. Furthermore, we developed and rigorously validated an innovative and robust clinical prognosis assessment model by employing 99 mainstream machine learning algorithms in conjunction with co-expression feature spectra of ADAM family genes. To validate our findings, we conducted PCR and IHC experiments to confirm differential expression patterns within the ADAM family genes. Results Gene signals from the ADAM family were notably abundant in endothelial cells, liver cells, and monocyte macrophages. Single-cell sequencing and spatial transcriptomics analyses have both revealed the molecular heterogeneity of the ADAM gene family, further emphasizing its significant impact on the development and progression of HCC. In HCC tissues, the expression levels of ADAM9, ADAM10, ADAM15, and ADAM17 were markedly elevated. Elevated ADAM family signal scores were linked to adverse clinical outcomes and disruptions in the immune microenvironment and metabolic reprogramming. An ADAM prognosis signal, developed through the utilization of 99 machine learning algorithms, could accurately forecast the survival duration of HCC, achieving an AUC value of approximately 0.9. Conclusions This study represented the inaugural report on the deleterious impact and prognostic significance of ADAM family signals within the tumor microenvironment of HCC.",neutral
doc_098,"Considering the challenge of population ageing and the substantial health problem among the elderly population from falls, the purpose of this study was to verify whether it is possible to distinguish accurately between older fallers and non-fallers, based on data from wearable inertial sensors collected during a specially designed test battery. A comprehensive but practical test battery using 5 wearable inertial sensors for multifactorial fall risk assessment was designed. This was followed by an experimental study on 196 community-dwelling Korean older women, categorized as fallers (N1 = 82) and non-fallers (N2 = 114) based on prior history of falls. Six machine learning models (logistic regression, na ve bayes, decision tree, random forest, boosted tree and support vector machine) were proposed for faller classification. Results indicated that compared with non-fallers, fallers performed significantly worse on the test battery. In addition, the application of sensor data and support vector machine for faller classification achieved an overall accuracy of 89.4% with 92.7% sensitivity and 84.9% specificity. These findings suggest that wearable inertial sensor based systems show promise for elderly fall risk assessment, which could be implemented in clinical practice to identify at-risk individuals reliably to promote proactive fall prevention.",positive
doc_099,"Although accelerometry data are widely utilized to estimate physical activity and sedentary behavior among children age 3 years or older, for toddlers age 1 and 2 year(s), accelerometry data recorded during such behaviors have been far less examined. In particular, toddler s unique behaviors, such as riding in a stroller or being carried by an adult, have not yet been examined. The objective of this study was to describe accelerometry signal outputs recorded during participation in nine types of behaviors (i.e., running, walking, climbing up/down, crawling, riding a ride-on toy, standing, sitting, riding in a stroller/wagon, and being carried by an adult) among toddlers. Twenty-four toddlers aged 13 to 35 months (50% girls) performed various prescribed behaviors during free play in a commercial indoor playroom while wearing ActiGraph wGT3X-BT accelerometers on a hip and a wrist. Participants performances were video-recorded. Based on the video data, accelerometer data were annotated with behavior labels to examine accelerometry signal outputs while performing the nine types of behaviors. Accelerometer data collected during 664 behavior assessments from the 21 participants were used for analysis. Hip vertical axis counts for walking were low (median = 49 counts/5 s). They were significantly lower than those recorded while a toddler was carried by an adult (median = 144 counts/5 s; p < 0.01). While standing, sitting, and riding in a stroller, very low hip vertical axis counts were registered (median 5 counts/5 s). Although wrist vertical axis and vector magnitude counts for carried were not higher than those for walking, they were higher than the cut-points for sedentary behaviors. Using various accelerometry signal features, machine learning techniques showed 89% accuracy to differentiate the carried behavior from ambulatory movements such as running, walking, crawling, and climbing. In conclusion, hip vertical axis counts alone may be unable to capture walking as physical activity and carried as sedentary behavior among toddlers. Machine learning techniques that utilize additional accelerometry signal features could help to recognize behavior types, especially to differentiate being carried from ambulatory movements.",neutral
doc_100,"With the emergence of Foundational Machine Learning Interatomic Potential (FMLIP) models trained on extensive datasets, transferring data between different ML architectures has become increasingly important. In this work, we examine the extent to which training data optimised for one machine-learning forcefield algorithm may be re-used to train different models, aiming to accelerate FMLIP fine-tuning and to reduce the need for costly iterative training. As a test case, we train models of an organic liquid mixture that is commonly used as a solvent in rechargeable battery electrolytes, making it an important target for reactive MLIP development. We assess model performance by analysing the properties of molecular dynamics trajectories, showing that this is a more stringent test than comparing prediction errors for fixed datasets. We consider several types of training data, and several popular MLIPs - notably the recent MACE architecture, a message-passing neural network designed for high efficiency and smoothness. We demonstrate that simple training sets constructed without any ab initio dynamics are sufficient to produce stable models of molecular liquids. For simple neural-network architectures, further iterative training is required to capture thermodynamic and kinetic properties correctly, but MACE performs well with extremely limited datsets. We find that configurations designed by human intuition to correct systematic model deficiencies transfer effectively between algorithms, but active-learned data that are generated by one MLIP do not typically benefit a different algorithm. Finally, we show that any training data which improve model performance also improve its ability to generalise to similar unseen molecules. This suggests that trajectory failure modes are connected with chemical structure rather than being entirely system-specific.",neutral
